Treatment Plant,Date,Virus,Normalised Viral Load (gc/person/day),7-day Median Viral Load (gc/person/day),Rt estimate,Estimate lower bound,Estimate upper bound
Switzerland,2024-04-22,RSV-N,3446540.47933315,1357072.68613355,0.852485695583961,0.703507304840044,0.99684197185218
Switzerland,2024-04-23,RSV-N,912038.017371836,912038.017371836,0.856226963445309,0.707994305984438,0.999870925946008
Switzerland,2024-04-24,RSV-N,674587.406674109,912038.017371836,0.860357094144258,0.711817285335597,1.00344008006737
Switzerland,2024-04-25,RSV-N,875740.932512404,875740.932512404,0.864851024019204,0.717022680132823,1.00703152058517
Switzerland,2024-04-26,RSV-N,227086.69835847,838426.021952775,0.869677386258482,0.721978019079517,1.01157788181292
Switzerland,2024-04-27,RSV-N,986142.250752066,674587.406674109,0.874783381177838,0.726314986837235,1.01708497417281
Switzerland,2024-04-28,RSV-N,540296.028418104,540296.028418104,0.880109652536948,0.730975548509733,1.02409637347179
Switzerland,2024-04-29,RSV-N,838426.021952775,501603.004403929,0.885598361943712,0.738481908394693,1.0312445614695
Switzerland,2024-04-30,RSV-N,501603.004403929,540296.028418104,0.891203267048416,0.743558934641665,1.03862297663888
Switzerland,2024-05-01,RSV-N,445555.069007524,537796.123415587,0.89687984518161,0.74875091726308,1.04806430331999
Switzerland,2024-05-02,RSV-N,464147.5079125,526225.701621593,0.902586990395031,0.751854682830577,1.05531401140317
Switzerland,2024-05-03,RSV-N,628188.155578481,526225.701621593,0.908299361573155,0.755728921791569,1.06455101954577
Switzerland,2024-05-04,RSV-N,537796.123415587,537796.123415587,0.913995623670032,0.760364681091037,1.07163847863452
Switzerland,2024-05-05,RSV-N,526225.701621593,567733.183398177,0.919649077081789,0.765981944856258,1.08038874828678
Switzerland,2024-05-06,RSV-N,567733.183398177,567733.183398177,0.925208671423894,0.772524208315748,1.08936970174563
Switzerland,2024-05-07,RSV-N,802538.922027514,567733.183398177,0.930616709338445,0.777716150964482,1.0956443170793
Switzerland,2024-05-08,RSV-N,939902.890487735,615618.573505539,0.935821764656086,0.783779138730155,1.10031902787187
Switzerland,2024-05-09,RSV-N,415610.813167091,615618.573505539,0.94080033211026,0.789752440619003,1.10735015832081
Switzerland,2024-05-10,RSV-N,615618.573505539,721346.135170196,0.945535747451099,0.794101342759259,1.1134480877353
Switzerland,2024-05-11,RSV-N,911646.294140392,721346.135170196,0.950015015810579,0.799872870269099,1.11685687575386
Switzerland,2024-05-12,RSV-N,587792.770196212,683845.564958424,0.954245488851989,0.804995272094981,1.12061961551532
Switzerland,2024-05-13,RSV-N,721346.135170196,721346.135170196,0.958239424564677,0.80916996514178,1.1250395253659
Switzerland,2024-05-14,RSV-N,753682.832260506,753682.832260506,0.962011277270242,0.813060204617819,1.12793803050186
Switzerland,2024-05-15,RSV-N,683845.564958424,753682.832260506,0.965581851847776,0.81621450541749,1.13132628284265
Switzerland,2024-05-16,RSV-N,1534800.80282606,753682.832260506,0.96897376899153,0.820434219243357,1.13589632036924
Switzerland,2024-05-17,RSV-N,1076268.7118133,753682.832260506,0.97220268086044,0.82349908291013,1.14019831609021
Switzerland,2024-05-18,RSV-N,1395987.46324513,1076268.7118133,0.975255577975806,0.826724717579472,1.14124068923093
Switzerland,2024-05-19,RSV-N,586312.210778226,1076268.7118133,0.97811148412103,0.82943552347999,1.14395093358732
Switzerland,2024-05-20,RSV-N,566469.249687617,1076268.7118133,0.980754535866322,0.832207999117824,1.14762352595485
Switzerland,2024-05-21,RSV-N,2222464.18534209,1267456.52429239,0.983186556663408,0.834751348038864,1.14869815852688
Switzerland,2024-05-22,RSV-N,518846.024023089,1267456.52429239,0.985413912271333,0.838100328541676,1.15088240126882
Switzerland,2024-05-23,RSV-N,1267456.52429239,1323771.30437811,0.987446145098942,0.841012345829506,1.15388343210482
Switzerland,2024-05-24,RSV-N,2245923.56965785,1323771.30437811,0.989305940362639,0.843842134011486,1.15355971563832
Switzerland,2024-05-25,RSV-N,1568899.176199,1267456.52429239,0.99101891408451,0.846299281732486,1.15178233135195
Switzerland,2024-05-26,RSV-N,1323771.30437811,1267456.52429239,0.992609320438161,0.849203430860787,1.15291121084335
Switzerland,2024-05-27,RSV-N,585980.123154284,1132789.27325621,0.994097551137569,0.851097144121306,1.15502035688167
Switzerland,2024-05-28,RSV-N,606763.942221445,977033.67532999,0.995502985704463,0.853482019683086,1.15705198772764
Switzerland,2024-05-29,RSV-N,414590.809880885,977033.67532999,0.996842489507685,0.855465493141708,1.1587480393039
Switzerland,2024-05-30,RSV-N,1132789.27325621,977033.67532999,0.998125587257057,0.857131875107646,1.15751969546611
Switzerland,2024-05-31,RSV-N,977033.67532999,977033.67532999,0.999360146085068,0.858553454454428,1.15871295787249
Switzerland,2024-06-01,RSV-N,1315892.1128672,977033.67532999,1.00055196116982,0.859712460335012,1.1591370524005
Switzerland,2024-06-02,RSV-N,1183109.84026018,1054911.4742931,1.00169618746788,0.861525031424537,1.16062493526915
Switzerland,2024-06-03,RSV-N,376531.126392513,940208.534448882,1.00278493105413,0.863530602366542,1.16207250343441
Switzerland,2024-06-04,RSV-N,249261.127188705,800206.7266766,1.00381154608532,0.86552939039947,1.16238494497875
Switzerland,2024-06-05,RSV-N,NA,644897.036171678,1.00477872020301,0.867776977810871,1.16335232883275
Switzerland,2024-06-06,RSV-N,903383.393567774,534278.611948543,1.00569154127464,0.869799817571631,1.1641424164503
Switzerland,2024-06-07,RSV-N,697030.059785427,644897.036171678,1.00655296817765,0.871217737617514,1.1640457228041
Switzerland,2024-06-08,RSV-N,592764.012557929,644897.036171678,1.00735713817395,0.872719707157398,1.16387964231687
Switzerland,2024-06-09,RSV-N,475793.211339157,592764.012557929,1.00809608366867,0.874663613297646,1.16293973247104
Switzerland,2024-06-10,RSV-N,1018139.79614187,592764.012557929,1.00876226515669,0.874982208874732,1.1634303052015
Switzerland,2024-06-11,RSV-N,422027.81122157,592764.012557929,1.00934942834929,0.875726452169405,1.16444607610128
Switzerland,2024-06-12,RSV-N,77271.320391981,477942.766318419,1.00985144029779,0.877136448772355,1.1647913605122
Switzerland,2024-06-13,RSV-N,1133811.9,548712.587240587,1.01026328410758,0.877828581361924,1.16454575501012
Switzerland,2024-06-14,RSV-N,619277.289998967,548712.587240587,1.0105886756404,0.877737702945286,1.16428638439483
Switzerland,2024-06-15,RSV-N,477942.766318419,619277.289998967,1.01083334563331,0.878354629521468,1.16511016701991
Switzerland,2024-06-16,RSV-N,548712.587240587,730992.398965282,1.01100154781803,0.878025702564252,1.16563018374167
Switzerland,2024-06-17,RSV-N,730992.398965282,619277.289998967,1.01108691951226,0.877677094418741,1.16595267543085
Switzerland,2024-06-18,RSV-N,1068820.83236488,730992.398965282,1.01107987525216,0.878269830383859,1.16606610973299
Switzerland,2024-06-19,RSV-N,755198.23213457,755198.23213457,1.0109737395486,0.877701571635646,1.16548038049775
Switzerland,2024-06-20,RSV-N,514710.84,1068820.83236488,1.01077461265907,0.878630881383563,1.16491059833881
Switzerland,2024-06-21,RSV-N,1446603.76904516,1068820.83236488,1.01049171517045,0.879764959081366,1.16461382232989
Switzerland,2024-06-22,RSV-N,2801320.37111919,850699.173200246,1.01013403747265,0.879109851476898,1.16248319073575
Switzerland,2024-06-23,RSV-N,1497781.74518955,850699.173200246,1.00970941535019,0.877989346443901,1.16174906459318
Switzerland,2024-06-24,RSV-N,850699.173200246,1039195.49180203,1.00922589588975,0.876950981107792,1.15978255469483
Switzerland,2024-06-25,RSV-N,712489.06,889508.060400706,1.00869059022656,0.876608742854612,1.15954194537046
Switzerland,2024-06-26,RSV-N,389045.297519729,850699.173200246,1.0081093465926,0.875223021709043,1.15852400470655
Switzerland,2024-06-27,RSV-N,1039195.49180203,850699.173200246,1.00748714414569,0.874091409436439,1.15904117038112
Switzerland,2024-06-28,RSV-N,889508.060400706,889508.060400706,1.00682694331586,0.873526121379144,1.1601270137869
Switzerland,2024-06-29,RSV-N,729421.875567826,937175.159664524,1.00612549860723,0.872441663326064,1.1603772525982
Switzerland,2024-06-30,RSV-N,1223312.0132075,937175.159664524,1.00537794725448,0.870561368642025,1.1600730784943
Switzerland,2024-07-01,RSV-N,984842.258928342,937175.159664524,1.00457987222107,0.869458344551584,1.15831829297465
Switzerland,2024-07-02,RSV-N,NA,885406.319121879,1.003725469106,0.867951698403321,1.15813134576258
Switzerland,2024-07-03,RSV-N,0,956801.295461349,1.00280844568222,0.867090000027815,1.15665230858575
Switzerland,2024-07-04,RSV-N,1170287.64329355,956801.295461349,1.00182380558508,0.866120449519368,1.15559797970028
Switzerland,2024-07-05,RSV-N,785970.379315415,857365.355654885,1.00077494031125,0.864798301513791,1.15363478225876
Switzerland,2024-07-06,RSV-N,928760.331994356,785970.379315415,0.999667677248363,0.864079118674841,1.15375774783188
Switzerland,2024-07-07,RSV-N,2269340.7687755,857365.355654885,0.998506739545273,0.863452497435329,1.15180264921185
Switzerland,2024-07-08,RSV-N,277225.149988618,531597.764652016,0.997293308984945,0.863019977480998,1.14972661772607
Switzerland,2024-07-09,RSV-N,262379.498747801,602992.740991487,0.996027039067231,0.861404417857838,1.14723811994601
Switzerland,2024-07-10,RSV-N,NA,642551.352325515,0.994708652157809,0.859162256946662,1.14453848582701
Switzerland,2024-07-11,RSV-N,276372.5,536086.375230218,0.993343266595507,0.85724998749615,1.14387454690174
Switzerland,2024-07-12,RSV-N,1248671.88913315,561767.066898544,0.991937168114851,0.85535714781978,1.14369833767586
Switzerland,2024-07-13,RSV-N,1007877.55466241,762038.304121966,0.990493951854239,0.853433180021368,1.14165631297691
Switzerland,2024-07-14,RSV-N,794947.600471817,794947.600471817,0.989008933760445,0.850506052631836,1.14017969728224
Switzerland,2024-07-15,RSV-N,328586.533325271,901412.577567114,0.987474940286968,0.848028999387965,1.1389472861681
Switzerland,2023-03-15,SARS-N1,140340784.422764,140340784.422764,0.989709290829268,0.90358486101626,1.08002582747967
Switzerland,2023-03-16,SARS-N1,114125654.050407,133478174.154472,0.987910853097561,0.902707418552846,1.07787074430894
Switzerland,2023-03-17,SARS-N1,68680850.6390244,133478174.154472,0.987165757504065,0.902228153121951,1.07589663455285
Switzerland,2023-03-18,SARS-N1,119325460.528455,133478174.154472,0.987277052813008,0.903406871552846,1.07454081069106
Switzerland,2023-03-19,SARS-N1,133478174.154472,133478174.154472,0.988024826861789,0.904488749463415,1.07408084455285
Switzerland,2023-03-20,SARS-N1,198183516.546341,138579260.804795,0.989188106707317,0.904086566097561,1.07585962747967
Switzerland,2023-03-21,SARS-N1,162644370.593496,145739426.409756,0.990544945235772,0.905465457934959,1.07989306271545
Switzerland,2023-03-22,SARS-N1,138579260.804795,145739426.409756,0.991871975219512,0.905773614617886,1.08137040276423
Switzerland,2023-03-23,SARS-N1,146507421.043902,145739426.409756,0.992958054772358,0.906496048569106,1.08342741390244
Switzerland,2023-03-24,SARS-N1,145739426.409756,138579260.804795,0.993636316747968,0.907980174552846,1.08197837899187
Switzerland,2023-03-25,SARS-N1,128479004.829268,134243579.235772,0.993730428162602,0.908613276682927,1.08247704821138
Switzerland,2023-03-26,SARS-N1,134243579.235772,128479004.829268,0.993058108796748,0.908658758658537,1.08093945707317
Switzerland,2023-03-27,SARS-N1,114282476.998374,117081459.177236,0.99143609802439,0.906585163780488,1.08156332325203
Switzerland,2023-03-28,SARS-N1,117081459.177236,117081459.177236,0.988680161869919,0.902793420585366,1.08133512357724
Switzerland,2023-03-29,SARS-N1,76678214.6747967,117081459.177236,0.984605076422764,0.897633849195122,1.07879333717073
Switzerland,2023-03-30,SARS-N1,108793866.268293,114282476.998374,0.979082519674797,0.891222093788618,1.07127507211382
Switzerland,2023-03-31,SARS-N1,215564941.726829,114084249.500813,0.972244260455284,0.886692194715447,1.06188428268293
Switzerland,2023-04-01,SARS-N1,162078269.577236,112983875.839024,0.964414252276423,0.878150236569106,1.05232406598374
Switzerland,2023-04-02,SARS-N1,114084249.500813,114084249.500813,0.955949235341463,0.870836715121951,1.04434360723577
Switzerland,2023-04-03,SARS-N1,112983875.839024,117307517.195876,0.947203500878049,0.860929907837398,1.03515765162602
Switzerland,2023-04-04,SARS-N1,107218761.715447,117307517.195876,0.938527723747968,0.849674161341463,1.02813796243902
Switzerland,2023-04-05,SARS-N1,139716754.265041,117307517.195876,0.930268743626016,0.838538879650407,1.02103496308943
Switzerland,2023-04-06,SARS-N1,117307517.195876,117307517.195876,0.922741029926829,0.831763810650406,1.01371815788618
Switzerland,2023-04-07,SARS-N1,140885759.460163,139716754.265041,0.916144026902439,0.825869713926829,1.00591647743089
Switzerland,2023-04-08,SARS-N1,147776881.980488,140885759.460163,0.910653929837398,0.822273287284553,0.998982116504065
Switzerland,2023-04-09,SARS-N1,114893162.307317,140885759.460163,0.906448010528455,0.816604866422764,0.995729660813008
Switzerland,2023-04-10,SARS-N1,167011156.255137,140885759.460163,0.903702641073171,0.811708765447155,0.993141427235772
Switzerland,2023-04-11,SARS-N1,199197823.811249,133640298.078049,0.902592980796748,0.809457897203252,0.994398575121951
Switzerland,2023-04-12,SARS-N1,133640298.078049,114893162.307317,0.903294102276423,0.808292696634146,0.997524470276423
Switzerland,2023-04-13,SARS-N1,101693627.09187,101693627.09187,0.905919317934959,0.81143697696748,0.999969810113821
Switzerland,2023-04-14,SARS-N1,71805009.6389987,95809158.8845528,0.910305333487805,0.819969311349593,1.00310024220325
Switzerland,2023-04-15,SARS-N1,95809158.8845528,79280590.3430894,0.91612800204878,0.82764656102439,1.00703489780488
Switzerland,2023-04-16,SARS-N1,75853320.5317073,79280590.3430894,0.923036779886179,0.835325904593496,1.01269816333333
Switzerland,2023-04-17,SARS-N1,70330766.3430894,77688826.1804878,0.930677409227642,0.843500340243902,1.02061555560976
Switzerland,2023-04-18,SARS-N1,79280590.3430894,77688826.1804878,0.938691627674797,0.848823397886179,1.03145139512195
Switzerland,2023-04-19,SARS-N1,92480199.3495935,77688826.1804878,0.946718278707317,0.855826591138211,1.04169436089431
Switzerland,2023-04-20,SARS-N1,77688826.1804878,77688826.1804878,0.954440611707317,0.862168432504065,1.05028067869919
Switzerland,2023-04-21,SARS-N1,60630058.6601626,79280590.3430894,0.96171710800813,0.871705309682927,1.05670502235772
Switzerland,2023-04-22,SARS-N1,83063174.9284553,82832234.9304124,0.968414098235772,0.878335506243903,1.0606531199187
Switzerland,2023-04-23,SARS-N1,61478870.195122,77688826.1804878,0.974387852601626,0.884849917560976,1.06727746260163
Switzerland,2023-04-24,SARS-N1,96687890.0910569,61478870.195122,0.979493349317073,0.887424963609756,1.07346378894309
Switzerland,2023-04-25,SARS-N1,82832234.9304124,61478870.195122,0.983584164536585,0.890779835284553,1.0797239204065
Switzerland,2023-04-26,SARS-N1,44564192.4768041,61478870.195122,0.986512909642276,0.892240241650407,1.0844336597561
Switzerland,2023-04-27,SARS-N1,58772968.7252033,60420506.5528455,0.98816442697561,0.893948124894309,1.08617399536585
Switzerland,2023-04-28,SARS-N1,60420506.5528455,60420506.5528455,0.988584031577236,0.895847456796748,1.08501981219512
Switzerland,2023-04-29,SARS-N1,69314477.9349594,60420506.5528455,0.987971205707317,0.896020776243902,1.08152474512195
Switzerland,2023-04-30,SARS-N1,43158402.7853659,63162432.6813008,0.986555637528455,0.895453249479675,1.07968384918699
Switzerland,2023-05-01,SARS-N1,77167189.5732369,65604715.0105691,0.984565597878049,0.893905759495935,1.07867526089431
Switzerland,2023-05-02,SARS-N1,63162432.6813008,67276732.3080851,0.982228151203252,0.890920185349593,1.07622501455285
Switzerland,2023-05-03,SARS-N1,67276732.3080851,67276732.3080851,0.979768595658537,0.887431044707317,1.07487785902439
Switzerland,2023-05-04,SARS-N1,65604715.0105691,73289317.1105691,0.977381771536585,0.885938697073171,1.07223562065041
Switzerland,2023-05-05,SARS-N1,73289317.1105691,72906599.2260163,0.975123888642276,0.885725577544715,1.06781831894309
Switzerland,2023-05-06,SARS-N1,78456392.3837398,72906599.2260163,0.972941168390244,0.885431437439024,1.06415507569106
Switzerland,2023-05-07,SARS-N1,88545531.6487805,72906599.2260163,0.970759824471545,0.883548323138211,1.06154289300813
Switzerland,2023-05-08,SARS-N1,72906599.2260163,72906599.2260163,0.96850490598374,0.881514311878049,1.06038461504065
Switzerland,2023-05-09,SARS-N1,55388000.6926829,55388000.6926829,0.966100029764228,0.877164969430894,1.06035477
Switzerland,2023-05-10,SARS-N1,41057772.6894309,54008578.4926829,0.963467993560976,0.872246483186992,1.05873161796748
Switzerland,2023-05-11,SARS-N1,46394235.1447155,46394235.1447155,0.960514512585366,0.868601176447154,1.05678205495935
Switzerland,2023-05-12,SARS-N1,54008578.4926829,46394235.1447155,0.957110840837398,0.866958954439024,1.05249852626016
Switzerland,2023-05-13,SARS-N1,40206315.7300813,46394235.1447155,0.953241592853658,0.864815225650406,1.04599569577236
Switzerland,2023-05-14,SARS-N1,41958472.6504065,46859050.494382,0.948923231252033,0.861704024422764,1.04211581723577
Switzerland,2023-05-15,SARS-N1,46859050.494382,46859050.494382,0.944170733186992,0.85612686305691,1.03696929146341
Switzerland,2023-05-16,SARS-N1,75457078.0085763,46859050.494382,0.938997244577236,0.849734723479675,1.03395830422764
Switzerland,2023-05-17,SARS-N1,54696184.3642276,49573458.9577236,0.933413739203252,0.84294418902439,1.02928322020325
Switzerland,2023-05-18,SARS-N1,30697042.0747967,54696184.3642276,0.927456632764228,0.835537143186992,1.02347657203252
Switzerland,2023-05-19,SARS-N1,49573458.9577236,55191816.697561,0.921270317357724,0.830532373414634,1.01709383425203
Switzerland,2023-05-20,SARS-N1,61161113.5447154,55191816.697561,0.915032865113821,0.823982969601626,1.01186503769919
Switzerland,2023-05-21,SARS-N1,59108098.8536585,55191816.697561,0.908923738650406,0.81718008702439,1.00679173214634
Switzerland,2023-05-22,SARS-N1,55191816.697561,55191816.697561,0.903120502406504,0.810724522569106,1.00145074788618
Switzerland,2023-05-23,SARS-N1,63815228.8471545,55191816.697561,0.897798371536585,0.801589089902439,0.997884566300813
Switzerland,2023-05-24,SARS-N1,48820293.0113821,48820293.0113821,0.893130469382114,0.79482519896748,0.994441671219512
Switzerland,2023-05-25,SARS-N1,44468544.4,48723992.6422764,0.889304638333333,0.789087141577236,0.991844199186992
Switzerland,2023-05-26,SARS-N1,31188714.3105691,44468544.4,0.886524704682927,0.78611516097561,0.988838509528455
Switzerland,2023-05-27,SARS-N1,48723992.6422764,44468544.4,0.884826114650407,0.785368454910569,0.986841121300813
Switzerland,2023-05-28,SARS-N1,44225820.3996383,44225820.3996383,0.88419813104065,0.784672985512195,0.986608995504065
Switzerland,2023-05-29,SARS-N1,43421478.401626,43421478.401626,0.884628104422764,0.783644598764228,0.988730450731707
Switzerland,2023-05-30,SARS-N1,56565987.8097561,43421478.401626,0.886100662382114,0.782201425886179,0.992066669138212
Switzerland,2023-05-31,SARS-N1,39753876.1544715,41537864.2162602,0.888598017219512,0.782841707715447,0.994960024902439
Switzerland,2023-06-01,SARS-N1,41537864.2162602,39753876.1544715,0.89207234604878,0.787114161284553,0.997427622056911
Switzerland,2023-06-02,SARS-N1,32221722.6499187,32221722.6499187,0.896370857284553,0.793154045203252,1.00191423495935
Switzerland,2023-06-03,SARS-N1,26059161.7601626,27395713.198374,0.901352607317073,0.799897642439024,1.00633246056911
Switzerland,2023-06-04,SARS-N1,27395713.198374,26059161.7601626,0.906885969227642,0.804833050089431,1.0110460695935
Switzerland,2023-06-05,SARS-N1,20792794.9600515,24706527.2162602,0.912837173821138,0.809544859308943,1.01843089682927
Switzerland,2023-06-06,SARS-N1,16760345.0186992,23522487.4357724,0.919070121170732,0.813711110520325,1.02608536487805
Switzerland,2023-06-07,SARS-N1,22506063.1386179,23522487.4357724,0.925447018926829,0.818152687341463,1.03315435154472
Switzerland,2023-06-08,SARS-N1,24706527.2162602,23522487.4357724,0.931816982,0.82378900595122,1.04041901747967
Switzerland,2023-06-09,SARS-N1,23522487.4357724,23522487.4357724,0.938011870162602,0.831539179471545,1.04669087211382
Switzerland,2023-06-10,SARS-N1,26622627.901626,24706527.2162602,0.943984696333333,0.839264646536585,1.05270951552846
Switzerland,2023-06-11,SARS-N1,33322312.2682927,24706527.2162602,0.949721091317073,0.844541608089431,1.05985684203252
Switzerland,2023-06-12,SARS-N1,17437188.9365854,23522487.4357724,0.955204492,0.851263753365854,1.06784916227642
Switzerland,2023-06-13,SARS-N1,25986750.0312195,17437188.9365854,0.96041632304878,0.853028627650406,1.07489572406504
Switzerland,2023-06-14,SARS-N1,16210051.1780488,17437188.9365854,0.965336149723577,0.854671297317073,1.08222039300813
Switzerland,2023-06-15,SARS-N1,14656348.8374797,16637324.1356911,0.969967873447154,0.859716136178862,1.08828916292683
Switzerland,2023-06-16,SARS-N1,16637324.1356911,16637324.1356911,0.974401217520325,0.863847411398374,1.09288938439024
Switzerland,2023-06-17,SARS-N1,23435076.8223577,16637324.1356911,0.97869251003252,0.867325684471545,1.0948798995935
Switzerland,2023-06-18,SARS-N1,15370875.4760163,17550001.5390244,0.98288331204878,0.871417023130081,1.09782417707317
Switzerland,2023-06-19,SARS-N1,17550001.5390244,17550001.5390244,0.98701432097561,0.873892252764228,1.1029120797561
Switzerland,2023-06-20,SARS-N1,21497378.0324185,19529523.0320976,0.991124947804878,0.876959116471545,1.10796004121951
Switzerland,2023-06-21,SARS-N1,20067353.9582114,17882541.4986992,0.99525358006504,0.880754135365854,1.11393455227642
Switzerland,2023-06-22,SARS-N1,15577469.963187,17882541.4986992,0.999448595365854,0.885244320430894,1.11936031772358
Switzerland,2023-06-23,SARS-N1,19529523.0320976,17882541.4986992,1.00376903139837,0.889559436276423,1.12259072910569
Switzerland,2023-06-24,SARS-N1,17882541.4986992,16565799.4538862,1.00816405654472,0.896987846951219,1.12646512601626
Switzerland,2023-06-25,SARS-N1,16565799.4538862,16295210.351626,1.0125517004065,0.902252884308943,1.13055623252033
Switzerland,2023-06-26,SARS-N1,16295210.351626,16565799.4538862,1.01684845694309,0.907229120674797,1.13369486495935
Switzerland,2023-06-27,SARS-N1,15521443.1869919,16295210.351626,1.0209685651626,0.911039346341463,1.13792154585366
Switzerland,2023-06-28,SARS-N1,3741843.05639344,16295210.351626,1.03398262134736,0.902110951467422,1.16687600713247
Switzerland,2023-06-29,SARS-N1,18149622,15521443.1869919,1.04166970246632,0.89977553373595,1.18268716563702
Switzerland,2023-06-30,SARS-N1,12149833.8138211,13835638.5004065,1.04447623020313,0.904546864096974,1.18443791775922
Switzerland,2023-07-01,SARS-N1,19737143.0205405,12149833.8138211,1.04703013985315,0.909045701130775,1.18591429629147
Switzerland,2023-07-02,SARS-N1,10819166.542439,15149727.9069106,1.04933146373855,0.912681180461225,1.18763680126366
Switzerland,2023-07-03,SARS-N1,NA,12149833.8138211,1.05137922982901,0.91657006933089,1.18942674248167
Switzerland,2023-07-04,SARS-N1,NA,15278154.7814898,1.05317160550227,0.917842602649112,1.19210851221949
Switzerland,2023-07-05,SARS-N1,NA,10819166.542439,1.05470581179146,0.921909284798886,1.19269517756743
Switzerland,2023-07-06,SARS-N1,NA,NA,1.05597473386874,0.925276396466291,1.19294821110132
Switzerland,2023-07-07,SARS-N1,NA,16870716.2914027,1.05697308276051,0.928756969350761,1.19266978958049
Switzerland,2023-07-08,SARS-N1,NA,13612205.6871749,1.05777181296169,0.932994411127168,1.19084301224585
Switzerland,2023-07-09,SARS-N1,NA,16870716.2914027,1.0584614725391,0.935645107067782,1.18976236784522
Switzerland,2023-07-10,SARS-N1,16870716.2914027,13612205.6871749,1.05913127569128,0.937200522910104,1.19076358206357
Switzerland,2023-07-11,SARS-N1,10353695.0829471,16870716.2914027,1.05986895844269,0.93865383023827,1.19265696006271
Switzerland,2023-07-12,SARS-N1,23065721.521493,17499036.7665107,1.06076111305405,0.940799276897427,1.19383680319616
